name,price,size,area,url,monthly_fee,date_sold,rooms,type,price_per_m2,area_price_per_m2
Ålgryte­backen 12,3380000,78.0, Bredäng,https://www.booli.se/annons/4660594,3648.0,20220630,3.0,Lägenhet,43333.33,50392.0
Vitalis­vägen 6,3550000,38.5, Fredhäll,https://www.booli.se/bostad/463228,2048.0,20220629,2.0,Lägenhet,92207.79,91116.0
Palander­gatan 23,2950000,40.0, Hammarbyhöjden,https://www.booli.se/annons/4651144,2741.0,20220630,2.0,Lägenhet,73750.0,71551.0
Atlas­gatan 11,8650000,72.0, Birkastan,https://www.booli.se/annons/4692241,3025.0,20220630,3.0,Lägenhet,120138.89,119640.0
Ture Wenner­holms Torg 1,4290000,60.0, Telefonplan,https://www.booli.se/annons/4136424,2500.0,20211209,2.0,Lägenhet,71500.0,71180.0
Ture Wenner­holms Torg 1,4290000,60.0, Telefonplan,https://www.booli.se/annons/4136422,2500.0,20211209,2.0,Lägenhet,71500.0,71180.0
Ture Wenner­holms Torg 1,7490000,104.0, Telefonplan,https://www.booli.se/annons/4136427,4330.0,20211220,4.0,Lägenhet,72019.23,71180.0
Runius­gatan 5,3165000,37.0, Fredhäll,https://www.booli.se/bostad/712631,1590.0,20220623,2.0,Lägenhet,85540.54,91116.0
Ture Wenner­holms Torg 1,3270000,46.0, Telefonplan,https://www.booli.se/annons/4136415,1920.0,20211208,2.0,Lägenhet,71086.96,71180.0
Rindögatan 15,4100000,40.5, Gärdet,https://www.booli.se/bostad/707175,3023.0,20220629,2.0,Lägenhet,101234.57,110427.0
Ture Wenner­holms Torg 1,3270000,46.0, Telefonplan,https://www.booli.se/annons/4136416,1920.0,20211202,2.0,Lägenhet,71086.96,71180.0
Ture Wenner­holms Torg 1,7480000,98.0, Telefonplan,https://www.booli.se/annons/4136404,4080.0,20211208,4.0,Lägenhet,76326.53,71180.0
Högalids­gatan 25,3225000,27.0, Södermalm,https://www.booli.se/bostad/3929382,1749.0,20220422,1.0,Lägenhet,119444.44,105142.0
Ture Wenner­holms Torg 1,7680000,98.0, Telefonplan,https://www.booli.se/annons/4136421,4080.0,20211201,4.0,Lägenhet,78367.35,71180.0
Kungssätra­vägen 27A,2200000,62.5, Sätra,https://www.booli.se/annons/4670543,4715.0,20220630,2.0,Lägenhet,35200.0,38182.0
Klub­backen 32,3560000,50.0, Mälarhöjden,https://www.booli.se/bostad/636226,3213.0,20220413,2.0,Lägenhet,71200.0,69577.0
Wollmar Yxkulls­gatan 52A,3300000,32.0, Södermalm,https://www.booli.se/annons/4630477,1951.0,20220520,1.0,Lägenhet,103125.0,105142.0
Ölands­gatan 49A,10150000,85.0, Södermalm,https://www.booli.se/annons/4611494,3638.0,20220501,3.0,Lägenhet,119411.76,105142.0
Tavast­gatan 5,2640000,24.0, Södermalm,https://www.booli.se/annons/4670242,1745.0,20220630,1.0,Lägenhet,110000.0,105142.0
Svartens­gatan 8B,6750000,65.0, Södermalm,https://www.booli.se/annons/4629261,2083.0,20220520,2.5,Lägenhet,103846.15,105142.0
Kvarn­gatan 22,7050000,66.0, Södermalm,https://www.booli.se/annons/4640645,2807.0,20220525,2.0,Lägenhet,106818.18,105142.0
Katarina Ban­gata 42,3300000,27.0, Södermalm,https://www.booli.se/bostad/631978,885.0,20220528,1.0,Lägenhet,122222.22,105142.0
Nytorgs­gatan 15A,6080000,56.0, Södermalm,https://www.booli.se/bostad/3956535,3280.0,20220527,3.0,Lägenhet,108571.43,105142.0
Verkstads­gatan 11,4200000,43.0, Södermalm,https://www.booli.se/bostad/149451,2467.0,20220530,2.0,Lägenhet,97674.42,105142.0
Lindvalls­gatan 2,7000000,69.0, Södermalm,https://www.booli.se/annons/4660151,3845.0,20220608,3.0,Lägenhet,101449.28,105142.0
Stigbergs­gatan 32B,4900000,48.0, Södermalm,https://www.booli.se/annons/4670082,2036.0,20220617,2.0,Lägenhet,102083.33,105142.0
Bellmans­gatan 21A,8400000,70.0, Södermalm,https://www.booli.se/annons/4677224,2773.0,20220622,3.0,Lägenhet,120000.0,105142.0
Ture Wenner­holms Torg 1,3370000,46.0, Telefonplan,https://www.booli.se/annons/4136425,1920.0,20211208,2.0,Lägenhet,73260.87,71180.0
Ture Wenner­holms Torg 1,3370000,46.0, Telefonplan,https://www.booli.se/annons/4136426,1920.0,20211203,2.0,Lägenhet,73260.87,71180.0
Ture Wenner­holms Torg 1,7680000,98.0, Telefonplan,https://www.booli.se/annons/4136420,4080.0,20211208,4.0,Lägenhet,78367.35,71180.0
Ture Wenner­holms Torg 1,7970000,98.0, Telefonplan,https://www.booli.se/annons/4136428,4080.0,20211208,4.0,Lägenhet,81326.53,71180.0
Ture Wenner­holms Torg 1,3520000,46.0, Telefonplan,https://www.booli.se/annons/4136410,1920.0,20211201,2.0,Lägenhet,76521.74,71180.0
Ture Wenner­holms Torg 1,3460000,45.0, Telefonplan,https://www.booli.se/annons/4136419,1880.0,20211208,2.0,Lägenhet,76888.89,71180.0
Ture Wenner­holms Torg 1,7970000,98.0, Telefonplan,https://www.booli.se/annons/4136423,4080.0,20211208,4.0,Lägenhet,81326.53,71180.0
Svandamms­plan 8,2100000,24.0, Midsommarkransen,https://www.booli.se/annons/4665344,1743.0,20220629,1.0,Lägenhet,87500.0,78305.0
Skönviks­vägen 313,3850000,69.0, Stureby,https://www.booli.se/annons/4644433,4292.0,20220623,3.0,Lägenhet,55797.1,56166.0
Ring­vägen 161,4150000,40.0, Nytorget,https://www.booli.se/annons/4684577,1292.0,20220630,2.0,Lägenhet,103750.0,103750.0
Vingårds­gatan 46,10900000,110.0, Liljeholmskajen,https://www.booli.se/bostad/159513,4866.0,20220530,3.0,Lägenhet,99090.91,84692.0
Storsegel­vägen 8,4700000,54.0, Gröndal,https://www.booli.se/annons/4678456,2925.0,20220617,2.0,Lägenhet,87037.04,79551.0
Brantings­gatan 17,3750000,37.0, Gärdet,https://www.booli.se/annons/4678221,2041.0,20220628,1.5,Lägenhet,101351.35,110427.0
Vapen­gatan 10,3700000,46.5, Aspudden,https://www.booli.se/annons/4669531,3122.0,20220628,2.0,Lägenhet,79569.89,85443.0
Starrängs­ringen 55,7300000,71.0, Östermalm,https://www.booli.se/annons/4661370,2134.0,20220630,3.5,Lägenhet,102816.9,130278.0
Svarvar­gatan 17,7900000,64.0, Kungsholmen,https://www.booli.se/bostad/756679,3110.0,20220629,3.0,Lägenhet,123437.5,103045.0
Vindragar­vägen 4,4170000,42.0, Södermalm,https://www.booli.se/bostad/789258,2429.0,20220629,2.0,Lägenhet,99285.71,105142.0
Möre­gatan 4,7500000,68.0, Södermalm,https://www.booli.se/bostad/3955333,4582.0,0,3.0,Lägenhet,110294.12,105142.0
Norrtulls­gatan 36,3795000,41.0, Vasastan,https://www.booli.se/annons/4677052,2365.0,20220629,2.0,Lägenhet,92560.98,116628.0
Lidners­plan 10,3200000,32.0, Kristineberg,https://www.booli.se/annons/4662247,1880.0,20220629,2.0,Lägenhet,100000.0,97732.0
Skedviks­vägen 1,3050000,56.0, Årsta,https://www.booli.se/annons/4365608,3237.0,20220629,2.0,Lägenhet,54464.29,65132.0
Grev Ture­gatan 8,10800000,78.0, Östermalm,https://www.booli.se/annons/4681307,2285.0,20220629,3.0,Lägenhet,138461.54,130278.0
Fridhems­gatan 3,6250000,65.0, Kungsholmen,https://www.booli.se/annons/4678797,3824.0,20220629,2.0,Lägenhet,96153.85,103045.0
Wennerbergs­gatan 2,2660000,32.0, Kungsholmen,https://www.booli.se/bostad/4205092,2346.0,20220629,1.0,Lägenhet,83125.0,103045.0
Finngrunds­vägen 3,5900000,78.0, Hammarbyhöjden,https://www.booli.se/annons/4699417,3868.0,0,3.0,Lägenhet,75641.03,71551.0
Gesunda­plan 50,3800000,59.0, Bromma,https://www.booli.se/annons/4658364,2838.0,20220629,2.0,Lägenhet,64406.78,63108.0
Karlsviks­gatan 7,4485000,45.0, Kungsholmen,https://www.booli.se/bostad/631154,2430.0,20220629,2.0,Lägenhet,99666.67,103045.0
Bäckaskifts­vägen 62,2250000,42.0, Stureby,https://www.booli.se/annons/4620353,2258.0,20220629,2.0,Lägenhet,53571.43,56166.0
Lilla Aspudds­vägen 10,9400000,87.0, Aspudden,https://www.booli.se/annons/4627776,4526.0,7,4.0,Lägenhet,108045.98,85443.0
Bäckaskifts­vägen 17A,1950000,21.0, Enskede,https://www.booli.se/annons/4647621,1265.0,20220629,1.0,Lägenhet,92857.14,63364.0
Tors­gatan 31,3650000,30.0, Vasastan,https://www.booli.se/bostad/771641,1620.0,20220629,2.0,Lägenhet,121666.67,116628.0
Svalövs­vägen 4,3350000,58.0, Björkhagen,https://www.booli.se/annons/4670660,2649.0,20220629,2.0,Lägenhet,57758.62,72438.0
Kolbäcks­gränd 16,4400000,70.0, Bagarmossen,https://www.booli.se/bostad/3950394,4635.0,20220629,3.0,Lägenhet,62857.14,65457.0
Kista Gårds­väg 18,2095000,31.5, Kista,https://www.booli.se/bostad/4196908,1781.0,20220614,2.0,Lägenhet,66507.94,37191.0
Fridhems­gatan 12A,5020000,52.0, Nedre Kungsholmen,https://www.booli.se/bostad/142903,2532.0,20220614,2.0,Lägenhet,96538.46,103258.0
Götafors­vägen 12,3100000,67.0, Stureby,https://www.booli.se/bostad/161100,4022.0,20220629,3.0,Lägenhet,46268.66,56166.0
Ljusstöpar­backen 9B,6000000,86.0, Gröndal,https://www.booli.se/annons/4674929,4671.0,20220629,3.0,Lägenhet,69767.44,79551.0
Kapell­gränd 4,8550000,73.0, Södermalm,https://www.booli.se/annons/4570880,3613.0,20220629,2.0,Lägenhet,117123.29,105142.0
Helsingörs­gatan 28,1920000,77.0, Kista,https://www.booli.se/bostad/433217,5299.0,20220629,3.0,Lägenhet,24935.06,37191.0
Adress saknas,3495000,80.0, Kista,https://www.booli.se/annons/3676906,4258.0,20220601,3.0,Lägenhet,43687.5,37191.0
Fastlags­vägen 51,2895000,40.0, Midsommarkransen,https://www.booli.se/bostad/4037022,2498.0,20220629,1.5,Lägenhet,72375.0,78305.0
Skogs­vägen 1,5250000,49.0, Gamla Enskede,https://www.booli.se/annons/4641043,3039.0,20220525,3.0,Lägenhet,107142.86,71097.0
Kyrkogårds­vägen 55,2685000,40.0, Sandsborg,https://www.booli.se/bostad/650455,2228.0,20220526,1.0,Lägenhet,67125.0,67125.0
Kalm­gatan 19,2650000,38.0, Hammarbyhöjden,https://www.booli.se/bostad/332753,2100.0,20220601,2.0,Lägenhet,69736.84,71551.0
Simrishamns­vägen 19,3150000,52.0, Björkhagen,https://www.booli.se/annons/4670285,2758.0,20220616,2.0,Lägenhet,60576.92,72438.0
Stora Gungans väg 5,4900000,53.0, Gamla Enskede,https://www.booli.se/annons/4692835,3248.0,20220627,2.0,Lägenhet,92452.83,71097.0
Pontonjär­gatan 38,6900000,74.0, Nedre Kungsholmen,https://www.booli.se/annons/4464148,2127.0,20220623,2.5,Lägenhet,93243.24,103258.0
Lindhagens­terrassen 9,3760000,43.0, Lindhagen,https://www.booli.se/annons/4679330,1975.0,20220623,1.5,Lägenhet,87441.86,88730.0
Loviselunds­vägen 21B,2000000,61.0, Hässelby Gård,https://www.booli.se/bostad/662702,4504.0,20220629,2.0,Lägenhet,32786.89,33012.0
Celsius­gatan 8,3225000,26.0, Kungsholmen,https://www.booli.se/annons/4688292,1525.0,20220628,1.0,Lägenhet,124038.46,103045.0
Maria Skol­gata 93,8100000,55.0, Södermalm,https://www.booli.se/annons/4665284,3414.0,20220628,2.0,Lägenhet,147272.73,105142.0
Ölme­vägen 10,3200000,78.0, Farsta,https://www.booli.se/bostad/797811,4293.0,20220629,3.0,Lägenhet,41025.64,47079.0
Lm Ericssons väg 10B,8390000,120.0, Hägersten,https://www.booli.se/annons/4136417,5000.0,20211209,4.0,Lägenhet,69916.67,66335.0
Tellusborgs­vägen 90,2850000,36.0, Telefonplan,https://www.booli.se/annons/4635839,2101.0,20220627,1.5,Lägenhet,79166.67,71180.0
Drivbänks­vägen 11B,4045000,95.0, Hässelby Villastad,https://www.booli.se/annons/4561837,5400.0,20220629,4.0,Lägenhet,42578.95,42222.0
Oktav­gatan 4,4110000,53.0, Midsommarkransen,https://www.booli.se/annons/4610431,2804.0,20220629,2.0,Lägenhet,77547.17,78305.0
Wargentins­gatan 5B,4750000,40.0, Kungsholmen,https://www.booli.se/annons/4647145,2257.0,20220525,2.0,Lägenhet,118750.0,103045.0
Sjöviks­backen 6,9060000,94.0, Liljeholmskajen,https://www.booli.se/annons/4666270,4945.0,20220616,4.0,Lägenhet,96382.98,84692.0
Instrument­vägen 43,7200000,102.5, Hägersten,https://www.booli.se/annons/4620947,6205.0,20220509,4.0,Lägenhet,70243.9,66335.0
Stenshälls­vägen 10,2300000,25.0, Essingeöarna,https://www.booli.se/bostad/748412,1205.0,20220619,1.0,Lägenhet,92000.0,87037.0
Hertig­vägen 2,5550000,70.0, Aspudden,https://www.booli.se/annons/4677340,3720.0,17,3.0,Lägenhet,79285.71,85443.0
Lugnets Allé 27,7100000,89.5, Hammarby Sjöstad,https://www.booli.se/bostad/317246,5219.0,20220429,3.0,Lägenhet,79329.61,86806.0
Vantörs­vägen 260,3200000,62.0, Hägersten,https://www.booli.se/annons/4694769,3845.0,20220627,2.0,Lägenhet,51612.9,66335.0
Fredriksdals­gatan 24,4495000,54.5, Hammarby Sjöstad,https://www.booli.se/annons/4667297,2929.0,20220616,2.0,Lägenhet,82477.06,86806.0
Fredriksdals­gatan 20,4710000,55.0, Hammarby Sjöstad,https://www.booli.se/annons/4678708,2952.0,20220623,2.0,Lägenhet,85636.36,86806.0
Korphopps­gatan 28,7150000,84.5, Hammarby Sjöstad,https://www.booli.se/bostad/640896,5110.0,20220610,4.0,Lägenhet,84615.38,86806.0
Babords­gatan 7,7725000,72.0, Hammarby Sjöstad,https://www.booli.se/annons/4638714,4194.0,20220526,3.0,Lägenhet,107291.67,86806.0
Fredriksdals­gatan 1,5297000,63.0, Hammarby Sjöstad,https://www.booli.se/bostad/4012977,3586.0,20220518,2.0,Lägenhet,84079.37,86806.0
Fredriksdals­gatan 24,9000000,86.0, Hammarby Sjöstad,https://www.booli.se/annons/4618879,4379.0,20220509,4.0,Lägenhet,104651.16,86806.0
Vävar Johans gata 28,7800000,101.0, Hammarby Sjöstad,https://www.booli.se/bostad/4198735,4764.0,20220507,4.0,Lägenhet,77227.72,86806.0
Norr Mälar­strand 100,3000000,27.0, Kungsholmen,https://www.booli.se/bostad/683403,1700.0,20220628,1.0,Lägenhet,111111.11,103045.0
Vinga­vägen 8,5500000,74.5, Blåsut,https://www.booli.se/bostad/445253,4292.0,0,3.0,Lägenhet,73825.5,73933.0
Kolbäcks­gränd 11,2810000,58.0, Bagarmossen,https://www.booli.se/bostad/637440,3889.0,20220629,2.0,Lägenhet,48448.28,65457.0
Pär Lagerkvists gata 4,7550000,88.0, Hornsbergs Strand,https://www.booli.se/annons/4663488,4040.0,20220628,4.0,Lägenhet,85795.45,90177.0
Stop­vägen 112,2700000,52.0, Bromma,https://www.booli.se/annons/4683438,3129.0,20220628,3.0,Lägenhet,51923.08,63108.0
Fleming­gatan 70,9800000,91.0, Kungsholmen,https://www.booli.se/annons/4678023,3054.0,20220628,3.0,Lägenhet,107692.31,103045.0
Hjalmar Söder­bergs väg 2,2750000,33.0, Kungsholmen,https://www.booli.se/annons/4656089,2351.0,20220628,1.0,Lägenhet,83333.33,103045.0
Glava­gatan 27,3110000,85.0, Farsta,https://www.booli.se/annons/4642896,5423.0,20220628,3.0,Lägenhet,36588.24,47079.0
Lysviks­gatan 9,2300000,44.0, Farsta,https://www.booli.se/bostad/4207990,2172.0,20220628,2.0,Lägenhet,52272.73,47079.0
Mariehamns­gatan 28,2475000,94.0, Akalla,https://www.booli.se/annons/4665656,5724.0,20220628,4.0,Lägenhet,26329.79,30560.0
Dannemora­gatan 22,6265000,66.0, Vasastan,https://www.booli.se/annons/4658962,3127.0,20220628,3.0,Lägenhet,94924.24,116628.0
Idun­gatan 5,3400000,39.0, Vasastan,https://www.booli.se/bostad/130456,2022.0,20220616,1.0,Lägenhet,87179.49,116628.0
Brodd­gränd 14,2550000,56.5, Västertorp,https://www.booli.se/annons/4555293,3053.0,20220628,2.0,Lägenhet,45132.74,58365.0
Lotta Svärds gränd 9,4900000,97.0, Fruängen,https://www.booli.se/annons/4651367,5364.0,20220628,4.0,Lägenhet,50515.46,57793.0
Döbelns­gatan 53A,8000000,57.0, Vasastan,https://www.booli.se/annons/4606574,1744.0,20220426,2.0,Lägenhet,140350.88,116628.0
Wargentins­gatan 5B,2250000,23.0, Kungsholmen,https://www.booli.se/bostad/3885156,1210.0,20220628,1.0,Lägenhet,97826.09,103045.0
Rehns­gatan 15,3350000,28.0, Vasastan,https://www.booli.se/annons/4304797,1100.0,20220627,1.0,Lägenhet,119642.86,116628.0
Rindögatan 25,4000000,37.5, Gärdet,https://www.booli.se/bostad/707390,1533.0,20220622,2.0,Lägenhet,106666.67,110427.0
Mobil­gatan 10,7400000,101.0, Telefonplan,https://www.booli.se/bostad/3750364,5377.0,20220628,4.0,Lägenhet,73267.33,71180.0
Götalands­vägen 247,3595000,73.0, Älvsjö,https://www.booli.se/bostad/312167,3583.0,20220721,3.0,Lägenhet,49246.58,52318.0
Virkes­vägen 9A,4750000,55.5, Hammarby Sjöstad,https://www.booli.se/bostad/4199283,3227.0,20220615,2.0,Lägenhet,85585.59,86806.0
Fastlags­vägen 2,5250000,80.0, Aspudden,https://www.booli.se/bostad/570173,5422.0,20220628,3.0,Lägenhet,65625.0,85443.0
Rindögatan 30,2520000,26.0, Östermalm Gärdet,https://www.booli.se/bostad/707501,1933.0,20220628,1.0,Lägenhet,96923.08,102692.0
Sjöviks­torget 7,10600000,106.0, Liljeholmskajen,https://www.booli.se/bostad/729542,4645.0,20220627,4.0,Lägenhet,100000.0,84692.0
Ekholms­vägen 253,2300000,88.5, Skärholmen,https://www.booli.se/bostad/334837,6838.0,0,4.0,Lägenhet,25988.7,34047.0
Högalids­gatan 33,2925000,26.0, Södermalm,https://www.booli.se/bostad/443748,1975.0,20220627,1.0,Lägenhet,112500.0,105142.0
Fyrverkar­backen 28,2880000,33.0, Kungsholmen,https://www.booli.se/annons/4682496,897.0,20220627,1.0,Lägenhet,87272.73,103045.0
Tors­gatan 58,8400000,77.0, Vasastan,https://www.booli.se/annons/4657595,4313.0,20220622,3.0,Lägenhet,109090.91,116628.0
Pingst­vägen 26,4250000,51.0, Midsommarkransen,https://www.booli.se/annons/4597337,2950.0,20220507,2.0,Lägenhet,83333.33,78305.0
Fastlags­vägen 25,5600000,68.0, Midsommarkransen,https://www.booli.se/annons/4675478,3993.0,3,3.0,Lägenhet,82352.94,78305.0
Farsta­vägen 175,3220000,60.0, Farsta,https://www.booli.se/annons/4683377,4284.0,9,2.0,Lägenhet,53666.67,47079.0
Kungs­holms Strand 141,11250000,85.0, Kungsholmen,https://www.booli.se/bostad/646533,3618.0,20220628,3.0,Lägenhet,132352.94,103045.0
Strål­gatan 23,2795000,32.0, Kungsholmen,https://www.booli.se/annons/4633882,2300.0,20220616,2.0,Lägenhet,87343.75,103045.0
Vantörs­vägen 260,2695000,45.0, Fruängen,https://www.booli.se/annons/4437713,2895.0,20220316,2.0,Lägenhet,59888.89,57793.0
Kärrtorps­vägen 91,4300000,75.0, Johanneshov,https://www.booli.se/annons/4659590,4524.0,31,3.0,Lägenhet,57333.33,72291.0
Ulriksborgs­gatan 16,4175000,49.0, Kungsholmen,https://www.booli.se/annons/4671896,2442.0,20220621,2.0,Lägenhet,85204.08,103045.0
Söder­berga Allé 19,3055000,86.0, Söderberga,https://www.booli.se/bostad/760844,4881.0,20220615,3.0,Lägenhet,35523.26,35523.0
Katrinebergs­backen 24,4300000,85.0, Liljeholmen,https://www.booli.se/bostad/632617,4093.0,20220627,3.0,Lägenhet,50588.24,75600.0
Tyska Bottens väg 65,9000000,124.0, Nockebyhov,https://www.booli.se/annons/4668937,6605.0,20220627,5.0,Lägenhet,72580.65,70467.0
Västmanna­gatan 89A,15500000,104.0, Vasastan,https://www.booli.se/annons/4596154,4359.0,20220516,4.0,Lägenhet,149038.46,116628.0
Västmanna­gatan 89,21250000,130.0, Vasastan,https://www.booli.se/annons/4482962,5092.0,105,4.0,Lägenhet,163461.54,116628.0
Äspholms­vägen 45,2270000,67.0, Skärholmen,https://www.booli.se/annons/4655571,2663.0,20220627,2.0,Lägenhet,33880.6,34047.0
Frej­gatan 19,11200000,87.0, Vasastan,https://www.booli.se/annons/4642234,2771.0,20220521,3.0,Lägenhet,128735.63,116628.0
Frej­gatan 42,4800000,50.0, Vasastan,https://www.booli.se/annons/4667432,1918.0,20220628,2.0,Lägenhet,96000.0,116628.0
Hubertus­gatan 4,3125000,35.0, Hjorthagen,https://www.booli.se/bostad/439944,2056.0,20220623,2.0,Lägenhet,89285.71,80395.0
Kebnekaise­vägen 13,3100000,41.0, Bromma,https://www.booli.se/bostad/4091567,2648.0,0,2.0,Lägenhet,75609.76,63108.0
Stockholms­vägen 49,6995000,80.0, Enskede,https://www.booli.se/annons/4630295,5227.0,20220627,3.0,Lägenhet,87437.5,63364.0
Bäver­vägen 44,3350000,68.0, Bromma,https://www.booli.se/bostad/378391,4039.0,20220627,2.0,Lägenhet,49264.71,63108.0
Valhalla­vägen 148E,7075000,62.0, Östermalm,https://www.booli.se/annons/4675256,2506.0,20220621,2.0,Lägenhet,114112.9,130278.0
John Ericssons­gatan 11B,3350000,29.0, Kungsholmen,https://www.booli.se/annons/4685090,1878.0,20220627,1.0,Lägenhet,115517.24,103045.0
Borr­vägen 18,3230000,54.0, Telefonplan,https://www.booli.se/annons/4677501,3633.0,20220628,2.0,Lägenhet,59814.81,71180.0
Gräsholms­vägen 12C,2050000,67.5, Skärholmen,https://www.booli.se/bostad/4189079,5062.0,20220628,3.0,Lägenhet,30370.37,34047.0
Fyrskepps­vägen 128,6700000,93.0, Kärrtorp,https://www.booli.se/annons/4518724,6317.0,20220209,4.0,Lägenhet,72043.01,64586.0
Magnus Ladulås­gatan 37,5100000,52.0, Södermalm,https://www.booli.se/annons/4362826,2418.0,20210925,2.5,Lägenhet,98076.92,105142.0
Fågelhunds­gatan 14,13625000,98.0, Norra Djurgårdsstaden,https://www.booli.se/annons/4690019,5246.0,5,3.0,Lägenhet,139030.61,109587.0
Olshammars­gatan 60,2110000,68.5, Ormkärr,https://www.booli.se/annons/4677552,4639.0,20220627,3.0,Lägenhet,30802.92,35955.0
Korphopps­gatan 22,5000000,68.0, Hammarby Sjöstad,https://www.booli.se/bostad/317461,4357.0,25,3.0,Lägenhet,73529.41,86806.0
Thorsten Levenstams väg 2C,3800000,78.0, Sköndal,https://www.booli.se/annons/4662577,4845.0,20220623,3.0,Lägenhet,48717.95,51445.0
Per Linde­ströms väg 93B,5455000,92.0, Hammarbyhöjden,https://www.booli.se/annons/4676931,4993.0,20220627,3.0,Lägenhet,59293.48,71551.0
Hildebergs­vägen 8,4100000,58.0, Liljeholmen,https://www.booli.se/bostad/435407,3949.0,20220627,2.0,Lägenhet,70689.66,75600.0
Seglats­gatan 8,4400000,54.0, Hammarby Sjöstad,https://www.booli.se/annons/4677290,3403.0,20220627,2.0,Lägenhet,81481.48,86806.0
Pilot­gatan 17,3050000,75.5, Skarpnäck,https://www.booli.se/annons/4678189,4528.0,20220627,3.0,Lägenhet,40397.35,40591.0
Stam­gatan 88,1530000,32.0, Gamla Östberga,https://www.booli.se/annons/4666514,2547.0,20220623,1.0,Lägenhet,47812.5,42735.0
Hallsbergs­gatan 20,2830000,78.0, Hagsätra,https://www.booli.se/annons/3290743,5137.0,20220617,4.0,Lägenhet,36282.05,38098.0
Torneågatan 35,1970000,65.0, Akalla,https://www.booli.se/bostad/770575,3965.0,20220627,2.0,Lägenhet,30307.69,30560.0
Helsingfors­gatan 49,2100000,78.0, Kista,https://www.booli.se/bostad/3928136,5065.0,20220627,3.0,Lägenhet,26923.08,37191.0
Duveds­vägen 17A,1600000,30.0, Vällingby,https://www.booli.se/bostad/4192903,2142.0,20220627,1.0,Lägenhet,53333.33,40721.0
Alströmer­gatan 32Q,3000000,31.0, Kungsholmen,https://www.booli.se/annons/4668218,1667.0,20220627,1.0,Lägenhet,96774.19,103045.0
Bjurholms­gatan 37,2315000,21.0, Sofia,https://www.booli.se/annons/4621537,999.0,20220627,1.0,Lägenhet,110238.1,99702.0
Folkunga­gatan 67,3600000,32.0, Katarina,https://www.booli.se/annons/4633587,1110.0,20220616,1.5,Lägenhet,112500.0,102168.0
Bellmans­gatan 34,3000000,25.0, Mariatorget,https://www.booli.se/annons/4629706,1475.0,20220620,1.0,Lägenhet,120000.0,120576.0
Elkabel­gatan 5,5600000,119.0, Älvsjö,https://www.booli.se/annons/4635150,5803.0,20220627,5.0,Lägenhet,47058.82,52318.0
Riksdaler­vägen 11,6200000,111.0, Hägersten,https://www.booli.se/bostad/706869,5539.0,20220521,4.0,Lägenhet,55855.86,66335.0
Gransätra­gränd 39,3500000,94.5, Sätra,https://www.booli.se/bostad/369009,5647.0,20220501,4.0,Lägenhet,37037.04,38182.0
Norrtulls­gatan 25C,6250000,57.0, Odenplan,https://www.booli.se/annons/4671153,2710.0,20220627,2.0,Lägenhet,109649.12,120734.0
Södermanna­gatan 41A,6100000,63.0, Södermalm,https://www.booli.se/bostad/761612,3005.0,20220627,2.0,Lägenhet,96825.4,105142.0
Katarina Ban­gata 60,9850000,93.0, Södermalm,https://www.booli.se/bostad/632189,4124.0,20220627,4.0,Lägenhet,105913.98,105142.0
Svandamms­vägen 8,3160000,39.0, Midsommarkransen,https://www.booli.se/annons/4670121,1893.0,20220615,1.0,Lägenhet,81025.64,78305.0
Bokbindar­vägen 80,4300000,56.0, Hägerstensåsen,https://www.booli.se/annons/4670118,2877.0,20220617,2.0,Lägenhet,76785.71,66526.0
Tussmöte­vägen 134B,3300000,51.0, Enskede,https://www.booli.se/annons/4629244,3422.0,20220603,2.0,Lägenhet,64705.88,63364.0
Elkabel­gatan 5,4800000,80.0, Älvsjö,https://www.booli.se/annons/4472599,4278.0,1,3.0,Lägenhet,60000.0,52318.0
Tomtebo­gatan 48A,12400000,105.0, Vasastan,https://www.booli.se/annons/4608199,4044.0,20220518,4.0,Lägenhet,118095.24,116628.0
Blekholms­terrassen 5,8500000,98.5, Vasastan,https://www.booli.se/annons/4599747,6801.0,0,4.0,Lägenhet,86294.42,116628.0
Mickelsbergs­vägen 232C,7400000,123.0, Herrängen,https://www.booli.se/annons/4645758,4912.0,20220602,6.0,Parhus,60162.6,60163.0
Årsta­vägen 131,4550000,66.0, Årsta,https://www.booli.se/annons/4589775,4750.0,59,3.0,Lägenhet,68939.39,65132.0
Västmanna­gatan 30,10850000,89.0, Vasastan,https://www.booli.se/annons/4445146,3767.0,20220118,4.0,Lägenhet,121910.11,116628.0
Kavelbro­vägen 16,6520000,96.0, Älvsjö,https://www.booli.se/annons/4369958,4991.0,20220618,4.0,Lägenhet,67916.67,52318.0
Arkitekt­vägen 43,3020000,46.0, Bromma,https://www.booli.se/annons/4668564,2103.0,20220624,2.5,Lägenhet,65652.17,63108.0
Synåls­vägen 25,3575000,60.0, Bromma,https://www.booli.se/annons/4661797,3137.0,11,2.0,Lägenhet,59583.33,63108.0
Synåls­vägen 5,3300000,60.0, Bromma,https://www.booli.se/annons/4429939,3100.0,20220609,2.0,Lägenhet,55000.0,63108.0
Svartviks­vägen 4,4300000,58.0, Bromma,https://www.booli.se/annons/4633836,3536.0,20220610,2.0,Lägenhet,74137.93,63108.0
Tranebergs­plan 8B,3150000,71.0, Bromma,https://www.booli.se/bostad/4012464,4688.0,20220614,3.0,Lägenhet,44366.2,63108.0
