name,price,size,area,url,monthly_fee,date_sold
Bällsta­vägen 203,1 610 000 kr,"28 m², 1 rum","Lägenhet, Bromma",https://www.booli.se/annons/4692608,3 406 kr/mån,2022-07-25
Eyvind Johnsons gata 7,8 295 000 kr,"96 m², 4 rum","Lägenhet, Hornsbergs Strand",https://www.booli.se/annons/4690325,4 463 kr/mån,2022-07-05
Värta­vägen 53F,9 600 000 kr,"97 m², 4 rum","Lägenhet, Gärdet",https://www.booli.se/annons/4672302,5 008 kr/mån,2022-07-14
Valborgsmässo­vägen 20D,2 300 000 kr,"25 m², 1 rum","Lägenhet, Midsommarkransen",https://www.booli.se/annons/4588242,1 533 kr/mån,2022-08-08
Göt­gatan 90A,3 335 000 kr,"38 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4565613,N/A,2022-07-24
Lämmel­gränd 9,2 700 000 kr,"33 m², 1 rum","Lägenhet, Stora Mossen",https://www.booli.se/annons/4669114,2 304 kr/mån,2022-08-04
Follingbo­gatan 22,1 550 000 kr,"23 m², 1 rum","Lägenhet, Bromma",https://www.booli.se/annons/4659834,2 611 kr/mån,2022-08-02
Styrmans­gatan 43A,8 500 000 kr,"60 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/3888372,19 568 kr/mån,N/A
Rämens­vägen 26,2 750 000 kr,"44½ m², 2 rum","Lägenhet, Årsta",https://www.booli.se/bostad/716516,3 213 kr/mån,2022-08-07
Sturehills­vägen 46,3 700 000 kr,"55 m², 2 rum","Lägenhet, Liljeholmskajen",https://www.booli.se/annons/4676205,3 578 kr/mån,2022-08-07
Härnösands­gatan 2,2 640 000 kr,"52 m², 2 rum","Lägenhet, Råcksta",https://www.booli.se/bostad/4100472,2 680 kr/mån,2022-08-05
Majro­vägen 33,4 275 000 kr,"69 m², 3 rum","Lägenhet, Enskede",https://www.booli.se/annons/4659626,4 702 kr/mån,2022-06-13
Getfots­vägen 46,3 950 000 kr,"72 m², 3 rum","Lägenhet, Enskede",https://www.booli.se/annons/4665954,4 140 kr/mån,2022-06-17
Regerings­gatan 83,9 900 000 kr,"84 m², 3 rum","Lägenhet, Norrmalm",https://www.booli.se/annons/4679207,4 652 kr/mån,2022-08-06
Krukmakar­gatan 14,7 275 000 kr,"61 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4664944,1 911 kr/mån,66
Sala­gatan 26,2 220 000 kr,"44 m², 2 rum","Lägenhet, Solhem",https://www.booli.se/bostad/718485,3 169 kr/mån,2022-08-06
Ölme­vägen 8,2 810 000 kr,"78½ m², 3 rum","Lägenhet, Farsta",https://www.booli.se/bostad/797885,4 307 kr/mån,2022-08-06
Storfors­plan 5,3 000 000 kr,"71 m², 3 rum","Lägenhet, Farsta",https://www.booli.se/bostad/749878,4 471 kr/mån,2022-08-06
Slätbaks­vägen 27,2 775 000 kr,"42½ m², 2 rum","Lägenhet, Årsta",https://www.booli.se/bostad/740149,2 573 kr/mån,2022-08-06
Högalids­gatan 32A,3 350 000 kr,"33 m², 1 rum","Lägenhet, Södermalm Högalid",https://www.booli.se/annons/4721923,1 369 kr/mån,2022-08-06
Creutz­gatan 9,3 050 000 kr,"39 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/393002,2 093 kr/mån,2022-08-06
Bonde­gatan 22,3 000 000 kr,"28 m², 1 rum","Lägenhet, Södermalm Katarina",https://www.booli.se/annons/4722815,1 643 kr/mån,2022-08-06
Tjurbergs­gatan 38,5 600 000 kr,"66 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4649624,3 782 kr/mån,2022-08-06
Blåklocks­vägen 19,7 800 000 kr,"125 m², 6 rum","Villa, Hässelby Södra Villastad",https://www.booli.se/bostad/1509337,N/A,2022-07-06
Askängs­backen 3,1 975 000 kr,"27 m², 1 rum","Lägenhet, Bromma",https://www.booli.se/bostad/47647,1 928 kr/mån,2022-08-05
Sandhamns­gatan 21,6 150 000 kr,"68 m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4688200,2 346 kr/mån,2022-08-05
Hälsinge­gatan 61,5 000 000 kr,"35 m², 1½ rum","Lägenhet, Hagastaden",https://www.booli.se/bostad/4195251,2 175 kr/mån,2022-08-05
Rabatt­vägen 38,2 200 000 kr,"55 m², 2 rum","Lägenhet, Vällingby",https://www.booli.se/annons/4704555,3 838 kr/mån,2022-08-05
Storhags­vägen 32A,9 700 000 kr,"169 m², 5 rum","Villa, Älvsjö",https://www.booli.se/bostad/2206500,N/A,2022-08-05
Jämtlands­gatan 99,2 060 000 kr,"36 m², 1 rum","Lägenhet, Råcksta",https://www.booli.se/bostad/4044208,1 896 kr/mån,2022-08-06
Årsta­vägen 73,2 930 000 kr,"48½ m², 2 rum","Lägenhet, Årsta",https://www.booli.se/annons/4694340,3 441 kr/mån,2022-08-05
Elkabel­gatan 5,7 100 000 kr,"116 m², 5 rum","Lägenhet, Högst",https://www.booli.se/bostad/4104435,5 729 kr/mån,2022-08-05
Skulptör­vägen 4,3 825 000 kr,"74 m², 3 rum","Lägenhet, Globen",https://www.booli.se/bostad/3781364,5 044 kr/mån,2022-08-05
Fredrika Bremers gata 1,2 600 000 kr,"78 m², 4 rum","Lägenhet, Fruängen",https://www.booli.se/annons/4663629,6 086 kr/mån,2022-08-05
Sibylle­gatan 11A,5 950 000 kr,"49 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4707513,2 771 kr/mån,29
Karen Blixens gata 7,2 700 000 kr,"50 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4705284,3 088 kr/mån,31
Luntmakar­gatan 74,6 100 000 kr,"55 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4601077,3 300 kr/mån,115
Sturehills­vägen 7,3 495 000 kr,"45 m², 2 rum","Lägenhet, Liljeholmskajen",https://www.booli.se/annons/4628461,2 807 kr/mån,2022-08-05
Svarvar­gatan 17,4 560 000 kr,"44 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4611058,2 138 kr/mån,2022-08-04
Köpenhamns­gatan 28,3 100 000 kr,"81 m², 3 rum","Lägenhet, Kista",https://www.booli.se/bostad/651521,3 706 kr/mån,2022-06-16
Mockasin­vägen 14,3 150 000 kr,"65 m², 2 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4685007,3 460 kr/mån,2022-08-05
Kommendörs­gatan 24,12 350 000 kr,"82 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4641716,2 678 kr/mån,2022-08-05
Aprikos­gatan 23,2 710 000 kr,"73 m², 3 rum","Lägenhet, Hässelby Strand",https://www.booli.se/annons/4704578,4 651 kr/mån,2022-08-05
Elsa Borgs gata 50,3 400 000 kr,"70 m², 3 rum","Lägenhet, Fruängen",https://www.booli.se/annons/4722853,4 720 kr/mån,2022-08-05
Ersta­gatan 22,6 050 000 kr,"56½ m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/138870,3 146 kr/mån,2022-08-05
Roslags­gatan 29A,3 100 000 kr,"24 m², 1 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/3959165,1 507 kr/mån,2022-08-05
Söder­berga Allé 66,2 100 000 kr,"69 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4694994,4 831 kr/mån,2022-08-05
Bergslags­vägen 39,2 425 000 kr,"40 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4664651,2 601 kr/mån,2022-08-05
Holbergs­gatan 22,2 645 000 kr,"54 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/356430,2 441 kr/mån,2022-08-05
Kungsbro Strand 21,4 330 000 kr,"51 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/662586,4 022 kr/mån,2022-08-05
Ekhags­vägen 11,4 020 000 kr,"57 m², 3 rum","Lägenhet, Östermalm Ekhagen",https://www.booli.se/bostad/334386,2 307 kr/mån,2022-08-05
Bergs­gatan 31,2 790 000 kr,"23 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4671753,1 242 kr/mån,2022-08-05
Lux­gatan 6,4 350 000 kr,"50 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/665181,2 163 kr/mån,2022-08-05
Maltesholms­gränd 4,2 850 000 kr,"62 m², 2½ rum","Lägenhet, Hässelby Strand",https://www.booli.se/bostad/144814,2 247 kr/mån,2022-08-04
Rålambs­vägen 48,2 550 000 kr,"27 m², 1 rum","Lägenhet, Fredhäll",https://www.booli.se/bostad/715364,1 623 kr/mån,2022-08-05
Tavast­gatan 23,9 500 000 kr,"63 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4510311,3 533 kr/mån,39
Nathorst­vägen 33,2 700 000 kr,"35 m², 2 rum","Lägenhet, Johanneshov",https://www.booli.se/annons/4670564,2 605 kr/mån,2022-08-02
Stjärnsunds­gatan 27,1 760 000 kr,"43 m², 2 rum","Lägenhet, Hagsätra",https://www.booli.se/bostad/748972,2 475 kr/mån,2022-05-19
Värta­vägen 4,5 295 000 kr,"47 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4625379,2 144 kr/mån,2022-06-29
Wollmar Yxkulls­gatan 48D,3 775 000 kr,"39½ m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/339550,2 344 kr/mån,2022-08-04
Vulcanus­gatan 15,9 350 000 kr,"87 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4718701,4 018 kr/mån,2022-08-05
Årstaskogs väg 9A,3 300 000 kr,"46 m², 2 rum","Lägenhet, Liljeholmen",https://www.booli.se/annons/4696094,2 861 kr/mån,2022-08-04
Bengt Bagares gränd 18,2 475 000 kr,"43 m², 2 rum","Lägenhet, Sköndal",https://www.booli.se/bostad/576171,3 018 kr/mån,2022-08-04
Beckomberga­vägen 220,3 200 000 kr,"63½ m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/710237,3 459 kr/mån,2022-08-04
Eldsberga­gränd 39,2 800 000 kr,"83 m², 3 rum","Lägenhet, Östberga",https://www.booli.se/bostad/579207,5 366 kr/mån,2022-08-04
Östermalms­gatan 42A,6 150 000 kr,"47 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4715867,2 076 kr/mån,2022-08-04
Sehlstedts­gatan 3,3 850 000 kr,"39 m², 2 rum","Lägenhet, Gärdet",https://www.booli.se/annons/4663849,2 000 kr/mån,2022-08-04
Gamla Huddinge­vägen 411,2 450 000 kr,"56 m², 2 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4677713,2 255 kr/mån,2022-07-15
Långsjövägen 112,7 500 000 kr,"129 m², 5 rum","Villa, Älvsjö",https://www.booli.se/bostad/2204477,N/A,2022-07-29
Nickel­gränd 4,3 090 000 kr,"75 m², 3½ rum","Lägenhet, Vällingby",https://www.booli.se/annons/4695047,3 650 kr/mån,2022-08-05
Pelar­gatan 7,3 625 000 kr,"50 m², 2 rum","Lägenhet, Hammarbyhöjden/Skärmarbrink",https://www.booli.se/annons/4718753,2 637 kr/mån,2022-08-04
Frej­gatan 4,6 800 000 kr,"65 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4714798,2 953 kr/mån,2022-08-04
Fatburs Kvarn­gata 11,5 100 000 kr,"67 m², 2 rum","Lägenhet, Södermalm- Södra Station",https://www.booli.se/annons/4709173,4 276 kr/mån,2022-08-04
Upplands­gatan 45,13 500 000 kr,"122 m², 4 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4707588,3 010 kr/mån,2022-08-03
Artemis­gatan 3B,2 635 000 kr,"29 m², 1 rum","Lägenhet, Hjorthagen",https://www.booli.se/bostad/314453,1 671 kr/mån,2022-08-04
Kungsholms­gatan,7 500 000 kr,"74 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4649785,4 127 kr/mån,2022-08-04
Student­backen 1,4 750 000 kr,"54½ m², 2 rum","Lägenhet, Gärdet",https://www.booli.se/annons/4707459,3 013 kr/mån,2022-08-04
Allhelgona­gatan 15,5 500 000 kr,"61 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4721775,2 576 kr/mån,2022-08-04
Selebo­vägen 3,2 600 000 kr,"55 m², 2 rum","Lägenhet, Svedmyra",https://www.booli.se/bostad/693740,3 028 kr/mån,2022-08-04
Gävle­gatan 26,4 900 000 kr,"44 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/4041184,2 200 kr/mån,2022-08-04
Västgöta­gränd 15,4 900 000 kr,"68 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4718572,4 197 kr/mån,2022-08-04
Nybohovs­backen 65,3 800 000 kr,"59 m², 2 rum","Lägenhet, Liljeholmen",https://www.booli.se/bostad/686807,2 028 kr/mån,2022-08-04
Sjöbjörns­vägen 4,4 860 000 kr,"58 m², 3½ rum","Lägenhet, Gröndal",https://www.booli.se/bostad/728445,3 650 kr/mån,2022-08-04
Hagelsta­vägen 12,1 800 000 kr,"27 m², 1 rum","Lägenhet, Bromma",https://www.booli.se/bostad/315779,2 092 kr/mån,2022-08-04
Gösta Ekmans väg 37,2 350 000 kr,"31 m², 1 rum","Lägenhet, Axelsberg",https://www.booli.se/bostad/161261,1 657 kr/mån,2022-08-03
Lindhagens­terrassen 9,3 600 000 kr,"39 m², 1 rum","Lägenhet, Lindhagen",https://www.booli.se/annons/4704232,1 843 kr/mån,2022-07-22
Blanche­gatan 18,3 200 000 kr,"37 m², 1½ rum","Lägenhet, Gärdet",https://www.booli.se/bostad/4034703,2 081 kr/mån,2022-08-03
Dal­gången 3B,3 200 000 kr,"53½ m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4714088,3 683 kr/mån,2022-08-04
Intecknings­vägen 15,2 795 000 kr,"55 m², 2 rum","Lägenhet, Hägerstensåsen",https://www.booli.se/annons/4664311,2 911 kr/mån,2022-07-26
Jämtlands­gatan 97,3 150 000 kr,"66 m², 2 rum","Lägenhet, Råcksta",https://www.booli.se/bostad/4044251,3 483 kr/mån,2022-08-04
Klädes­vägen 38,5 100 000 kr,"82 m², 4 rum","Lägenhet, Bromma",https://www.booli.se/annons/4713142,4 647 kr/mån,2022-08-02
Diakon­gränd 25,7 600 000 kr,"97 m², 5 rum","Radhus, Sköndal",https://www.booli.se/bostad/1544723,N/A,2022-08-01
Döbelns­gatan 85,13 850 000 kr,"94 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4708671,1 015 kr/mån,2022-08-03
Garage­vägen 22,2 995 000 kr,"40½ m², 2 rum","Lägenhet, Enskededalen",https://www.booli.se/bostad/4101767,2 362 kr/mån,2022-08-03
Tennis­vägen 20,14 650 000 kr,135 m²,"Villa, Bromma",https://www.booli.se/bostad/2203075,N/A,N/A
Gullvive­gränd 36,5 650 000 kr,121 m²,"Villa, Hässelby",https://www.booli.se/bostad/1616395,N/A,2022-06-29
Grantopps­gränd 27,5 370 000 kr,125 m²,"Kedjehus, Hässelby Norra Villastad",https://www.booli.se/bostad/2202760,N/A,2022-06-23
President­vägen 21,14 200 000 kr,102 m²,"Villa, Enskededalen",https://www.booli.se/bostad/2216034,N/A,N/A
Orsa­vägen 11,22 200 000 kr,201 m²,"Villa, Bromma",https://www.booli.se/bostad/2210237,N/A,N/A
Årdala­vägen 132,8 000 000 kr,114 m²,"Villa, Örby",https://www.booli.se/bostad/2217494,N/A,2022-06-20
Kedje­vägen 1,6 500 000 kr,"92 m², 5 rum","Villa, Hägersten",https://www.booli.se/bostad/2213345,N/A,2022-08-03
Blomsterkungs­vägen 404,4 840 000 kr,"125 m², 5 rum","Kedjehus, Hässelby",https://www.booli.se/bostad/2198583,N/A,2022-08-03
Kungs­klippan 9,7 200 000 kr,"68 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4700410,3 097 kr/mån,2022-08-03
Igeldamms­gatan 14,4 230 000 kr,"35 m², 1½ rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/131079,2 001 kr/mån,2022-07-27
Holbergs­gatan 118,2 900 000 kr,"59 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/2064,3 355 kr/mån,2022-08-03
Tegnér­gatan 5A,4 100 000 kr,"41 m², 1½ rum","Lägenhet, Norrmalm",https://www.booli.se/annons/4644397,1 948 kr/mån,2022-08-03
Vanadis­vägen 36,6 450 000 kr,"78 m², 2½ rum","Lägenhet, Vasastan",https://www.booli.se/annons/4612994,2 378 kr/mån,Ny
Dymlings­gränd 13,5 500 000 kr,"85½ m², 3 rum","Lägenhet, Hägerstensåsen",https://www.booli.se/annons/4704203,4 555 kr/mån,2022-08-03
Lotteri­vägen 35,2 860 000 kr,"50 m², 2 rum","Lägenhet, Hägerstensåsen",https://www.booli.se/annons/4704164,2 996 kr/mån,2022-08-03
Elin Wägners gata 31,1 850 000 kr,"28 m², 1 rum","Lägenhet, Hägersten",https://www.booli.se/bostad/579686,1 726 kr/mån,2022-08-03
Odelbergs­vägen 21,2 500 000 kr,"34 m², 1 rum","Lägenhet, Enskede Gård",https://www.booli.se/annons/4718185,2 071 kr/mån,2022-08-03
Harplinge­gränd 104,2 475 000 kr,"71 m², 2½ rum","Lägenhet, Östberga/Älvsjö/Årsta",https://www.booli.se/bostad/4207683,3 930 kr/mån,2022-08-03
Intecknings­vägen 83,2 950 000 kr,"46 m², 2 rum","Lägenhet, Hägerstensåsen",https://www.booli.se/annons/4641286,2 412 kr/mån,2022-08-03
Igeldamms­gatan 22D,4 120 000 kr,"40 m², 1½ rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4160720,3 114 kr/mån,2022-08-03
Sorögatan 45,1 950 000 kr,"62 m², 2 rum","Lägenhet, Kista",https://www.booli.se/bostad/743749,4 434 kr/mån,2022-08-03
Dala­gatan 8,4 450 000 kr,"42 m², 1½ rum","Lägenhet, Vasastan",https://www.booli.se/bostad/586053,2 191 kr/mån,2022-08-03
Karla­plan 15A,4 200 000 kr,"42 m², 1½ rum","Lägenhet, Östermalm",https://www.booli.se/annons/4688507,1 701 kr/mån,2022-08-03
Wennerbergs­gatan 6B,2 450 000 kr,"28 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4642411,1 451 kr/mån,2022-08-03
Hökmosse­vägen 27,2 575 000 kr,"44 m², 2 rum","Lägenhet, Telefonplan",https://www.booli.se/annons/3979627,3 047 kr/mån,2022-08-03
Tranebergs­vägen 72,5 400 000 kr,"82 m², 4 rum","Lägenhet, Bromma",https://www.booli.se/annons/4648204,4 514 kr/mån,2022-08-03
Stam­gatan 78,2 550 000 kr,"69½ m², 3 rum","Lägenhet, Östberga",https://www.booli.se/bostad/746613,4 673 kr/mån,2022-08-03
Lanfors­vägen 47,3 195 000 kr,"44 m², 2 rum","Lägenhet, Hjorthagen",https://www.booli.se/bostad/652802,3 050 kr/mån,2022-07-26
Skärmarbrinks­vägen 1,2 350 000 kr,"28 m², 1 rum","Lägenhet, Johanneshov",https://www.booli.se/annons/4703143,1 738 kr/mån,2022-07-29
Sonja Kovalevskys gata 3,4 025 000 kr,"35 m², 2 rum","Lägenhet, Hagastaden",https://www.booli.se/annons/4705427,1 750 kr/mån,2022-08-03
Banér­gatan 7,3 350 000 kr,"25 m², 1 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/332785,660 kr/mån,2022-07-29
Geijers­vägen 19,3 550 000 kr,"47 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/3692571,2 243 kr/mån,2022-08-02
Västerås­gatan 9,8 850 000 kr,"85 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/585971,4 274 kr/mån,2022-08-02
Älvdals­vägen 133,4 060 000 kr,"107 m², 5 rum","Radhus, Hässelby Villastad",https://www.booli.se/bostad/2030611,N/A,2022-08-02
Klint­backen 1,2 700 000 kr,"41½ m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4687596,2 234 kr/mån,2022-08-03
Kiruna­gatan 15,2 500 000 kr,"56 m², 2 rum","Lägenhet, Vällingby Centrum",https://www.booli.se/annons/4589849,4 391 kr/mån,2022-08-01
Vittangi­gatan 10,1 550 000 kr,"23 m², 1 rum","Lägenhet, Vällingby Centrum",https://www.booli.se/annons/4636853,1 631 kr/mån,2022-08-02
Kungssätra­vägen 23B,2 400 000 kr,"66½ m², 3 rum","Lägenhet, Sätra",https://www.booli.se/bostad/647682,3 733 kr/mån,2022-08-02
Kiruna­gatan 15,2 670 000 kr,"71 m², 3 rum","Lägenhet, Vällingby",https://www.booli.se/annons/4644594,5 348 kr/mån,2022-06-23
Helios­gatan 16B,2 700 000 kr,"33 m², 1 rum","Lägenhet, Hammarby Sjöstad",https://www.booli.se/bostad/4148450,2 262 kr/mån,N/A
Mosstena­backen 5,2 800 000 kr,"49½ m², 2 rum","Lägenhet, Bandhagen",https://www.booli.se/bostad/675908,3 257 kr/mån,2022-08-01
Möckel­vägen 3,3 300 000 kr,"40 m², 2 rum","Lägenhet, Årsta",https://www.booli.se/bostad/337333,2 228 kr/mån,2022-08-02
Klädes­vägen 42,2 800 000 kr,"43 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/3988369,2 437 kr/mån,2022-08-02
Sibelius­gången 38,1 500 000 kr,"45½ m², 2 rum","Lägenhet, Akalla",https://www.booli.se/annons/4686141,2 875 kr/mån,2022-08-02
Fyrskepps­vägen 122,4 700 000 kr,"69 m², 3 rum","Lägenhet, Kärrtorp",https://www.booli.se/bostad/347743,4 898 kr/mån,85
Gustav III:s väg 66,3 025 000 kr,"54 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/bostad/327759,1 690 kr/mån,2022-08-02
Vulcanus­gatan 8,5 295 000 kr,"52 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4650520,1 737 kr/mån,2022-08-02
Frej­gatan 4,3 460 000 kr,"30 m², 1 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/305056,1 534 kr/mån,2022-08-02
Pär Lagerkvists gata 30,6 000 000 kr,"74 m², 3 rum","Lägenhet, Hornsbergs",https://www.booli.se/annons/4679372,3 598 kr/mån,2022-08-02
Melodi­slingan 26,5 000 000 kr,"44 m², 2 rum","Lägenhet, Gärdet",https://www.booli.se/annons/4575883,3 418 kr/mån,2022-08-02
Tavast­gatan 31,2 975 000 kr,"25 m², 1 rum","Lägenhet, Södermalm Maria",https://www.booli.se/annons/4673195,756 kr/mån,2022-08-02
Nina Einhorns gata 7,4 900 000 kr,"53½ m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/4106110,2 571 kr/mån,2022-08-02
Adress saknas,3 100 000 kr,"70 m², 3 rum","Lägenhet, Skärholmen",https://www.booli.se/annons/4494271,4 192 kr/mån,39
Tullgårds­gatan 10,8 300 000 kr,"103 m², 4 rum","Lägenhet, Södermalm Sofia",https://www.booli.se/annons/4680196,4 167 kr/mån,2022-08-02
Bandhags­plan 4,1 650 000 kr,"29 m², 1 rum","Lägenhet, Bandhagen",https://www.booli.se/annons/4191034,2 030 kr/mån,2022-08-02
Nykroppa­gatan 29,2 350 000 kr,"60½ m², 2 rum","Lägenhet, Farsta",https://www.booli.se/bostad/688139,3 534 kr/mån,2022-08-02
Flygel­gatan 4,2 500 000 kr,"30 m², 1 rum","Lägenhet, Midsommarkransen",https://www.booli.se/bostad/3887874,2 475 kr/mån,2022-08-02
Respons­gatan 12,2 900 000 kr,"46 m², 2 rum","Lägenhet, Telefonplan",https://www.booli.se/annons/4677286,2 883 kr/mån,2022-07-28
Tunnlands­vägen 67,4 510 000 kr,"62 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/bostad/776171,3 344 kr/mån,2021-09-14
Hunnebergs­vägen 2,3 850 000 kr,"54 m², 2 rum","Lägenhet, Traneberg",https://www.booli.se/bostad/440725,3 704 kr/mån,2022-01-28
Johannelunds­vägen 43,4 250 000 kr,"80 m², 4 rum","Lägenhet, Spånga",https://www.booli.se/bostad/142561,5 151 kr/mån,2022-05-18
Kungsholms­torg 11,7 125 000 kr,"61 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/390606,2 468 kr/mån,2022-04-28
Vanadis­vägen 4,3 250 000 kr,"29 m², 1 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/3966965,1 395 kr/mån,2022-07-31
Norr Mälar­strand 62,13 000 000 kr,"118 m², 4 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4639613,6 159 kr/mån,2022-08-02
Banér­gatan 23,13 600 000 kr,"112 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/160286,3 180 kr/mån,2022-08-01
Kvarnbacks­vägen 90,3 400 000 kr,"72 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/annons/4679422,4 373 kr/mån,2022-07-29
Värmlands­vägen 385,2 270 000 kr,"44 m², 2 rum","Lägenhet, Farsta",https://www.booli.se/bostad/4207247,3 544 kr/mån,2022-08-01
Stam­gatan 37,2 350 000 kr,"69½ m², 3 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4716225,4 958 kr/mån,2022-08-02
Holminge­gränd 21,1 699 000 kr,"61½ m², 2 rum","Lägenhet, Tensta",https://www.booli.se/annons/4615792,4 609 kr/mån,2022-08-02
Sjöfarts­gatan 12,9 400 000 kr,"103 m², 4 rum","Lägenhet, Hammarby Sjöstad",https://www.booli.se/annons/4498108,5 580 kr/mån,2022-07-05
Nynäs­vägen 327,4 200 000 kr,"58 m², 2 rum","Lägenhet, Gamla Enskede",https://www.booli.se/annons/4715098,1 720 kr/mån,2022-08-01
Brygg­vägen 16,6 750 000 kr,"83 m², 3 rum","Lägenhet, Gröndal",https://www.booli.se/annons/3210341,3 511 kr/mån,2022-07-30
Fredsborgs­gatan 19,5 900 000 kr,"67 m², 2 rum","Lägenhet, Liljeholmskajen",https://www.booli.se/annons/4667803,3 388 kr/mån,2022-08-01
Svandamms­vägen 3,2 700 000 kr,"35½ m², 1½ rum","Lägenhet, Midsommarkransen",https://www.booli.se/bostad/4010386,2 251 kr/mån,2022-07-16
Harpsunds­vägen 63,1 920 000 kr,"39 m², 1½ rum","Lägenhet, Högdalen",https://www.booli.se/bostad/419857,2 025 kr/mån,2022-08-01
Alströmer­gatan 32P,3 795 000 kr,"45 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/3932467,2 335 kr/mån,2022-08-01
Ekfats­gatan 1,4 400 000 kr,"55 m², 2 rum","Lägenhet, Liljeholmskajen",https://www.booli.se/annons/4639615,3 137 kr/mån,2022-08-01
Kristall­vägen 32,2 950 000 kr,"60 m², 2½ rum","Lägenhet, Solberga - Hägersten",https://www.booli.se/annons/4694095,3 155 kr/mån,2022-08-01
Sonja Kovalevskys gata 3,5 150 000 kr,"48 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4703252,2 565 kr/mån,2022-08-01
Riddar­gatan 20,10 500 000 kr,"74 m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4681606,2 129 kr/mån,2022-07-23
Östermalms­gatan 83,19 000 000 kr,"144 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/798867,5 577 kr/mån,N/A
Styrmans­gatan 57,16 000 000 kr,"115 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/753714,5 363 kr/mån,2022-06-23
Skanör­vägen 3,4 700 000 kr,"68 m², 3 rum","Lägenhet, Johanneshov",https://www.booli.se/annons/4694142,4 136 kr/mån,2022-08-01
Västmanna­gatan 97,5 700 000 kr,"52 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4613195,3 120 kr/mån,98
