name,price,size,area,url,monthly_fee,date_sold
Melodi­slingan 30,5 000 000 kr,"44 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4576539,3 701 kr/mån,2022-06-14
Grev­gatan 19,6 350 000 kr,"50 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4655419,1 952 kr/mån,2022-06-15
Vittangi­gatan 25,1 950 000 kr,"35 m², 1½ rum","Lägenhet, Vällingby Centrum",https://www.booli.se/bostad/329328,2 274 kr/mån,19
Katarina Ban­gata 52,5 900 000 kr,"59 m², 2 rum","Lägenhet, Södermalm Sofia",https://www.booli.se/annons/4670065,3 010 kr/mån,2022-06-15
Grönbete­vägen 36,5 300 000 kr,137 m²,"Radhus, Hässelby Södra Villastad",https://www.booli.se/bostad/2203100,N/A,2022-05-27
Torplycke­gränd 18,4 900 000 kr,125 m²,"Kedjehus, Vällingby",https://www.booli.se/bostad/2217913,N/A,2022-05-25
Skogs­slingan 8,5 150 000 kr,135 m²,"Kedjehus, Stockholm",https://www.booli.se/bostad/2212310,N/A,N/A
Spjut­gränd 3,12 050 000 kr,127 m²,"Villa, Stockholm",https://www.booli.se/bostad/2219097,N/A,N/A
Östergöks­svängen 77,5 350 000 kr,120 m²,"Radhus, Nälsta",https://www.booli.se/bostad/2198819,N/A,2022-04-19
Plantskole­vägen 15,14 850 000 kr,92 m²,"Kedjehus, Gamla Enskede",https://www.booli.se/bostad/2199345,N/A,2022-05-25
Karin Boyes gata 41,6 900 000 kr,88 m²,"Radhus, Fruängen",https://www.booli.se/bostad/2474847,N/A,2022-06-01
Lammholms­backen 178,4 850 000 kr,114 m²,"Radhus, Skärholmen Vårberg",https://www.booli.se/bostad/2212576,N/A,2022-05-13
Småbjörks­vägen 40,4 300 000 kr,106 m²,"Radhus, Spånga",https://www.booli.se/bostad/2495233,N/A,2022-05-19
Lie­vägen 20,7 550 000 kr,"68 m², 4 rum","Villa, Älvsjö Långbro",https://www.booli.se/bostad/2206834,N/A,2022-03-03
Sjöbjörns­vägen 26,4 900 000 kr,"58 m², 2½ rum","Lägenhet, Gröndal",https://www.booli.se/bostad/728565,3 650 kr/mån,2022-06-14
Utflykts­vägen 34,10 650 000 kr,"135 m², 5 rum","Villa, Nockebyhov",https://www.booli.se/bostad/1982270,N/A,2022-06-15
Observatorie­gatan 12A,7 750 000 kr,"62 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4313443,2 131 kr/mån,2022-06-14
Rågångs­vägen 17B,11 995 000 kr,"219 m², 8 rum","Villa, Spånga",https://www.booli.se/bostad/1850911,N/A,2022-06-13
Heleneborgs­gatan 21C,9 975 000 kr,"87 m², 4 rum","Lägenhet, Gårdshus",https://www.booli.se/annons/4661295,3 620 kr/mån,2022-06-14
Styrmans­gatan 49,6 300 000 kr,"54 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4652961,3 535 kr/mån,2022-06-14
Sankt Eriks­gatan 85C,4 400 000 kr,"34 m², 1½ rum","Lägenhet, Vasastan",https://www.booli.se/annons/4666539,954 kr/mån,2022-06-14
Farsta­vägen 87,3 700 000 kr,"96½ m², 5 rum","Lägenhet, Farsta",https://www.booli.se/bostad/570464,4 699 kr/mån,2022-06-14
Bonde­gatan 63,6 100 000 kr,"61 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4286571,3 013 kr/mån,2022-06-14
Kärrtorps­vägen 93,4 250 000 kr,"75 m², 3 rum","Lägenhet, Kärrtorp",https://www.booli.se/annons/4646019,4 524 kr/mån,2022-06-14
Bergsråds­vägen 40,3 340 000 kr,"54 m², 2 rum","Lägenhet, Bagarmossen",https://www.booli.se/bostad/77382,3 614 kr/mån,2022-06-10
Svedbergs­plan 4,3 900 000 kr,"51 m², 2 rum","Lägenhet, Marieberg",https://www.booli.se/annons/4620132,1 042 kr/mån,2022-06-14
Kungsholms­torg 3C,17 000 000 kr,"137 m², 6 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/390669,4 892 kr/mån,2022-06-14
Värmlands­vägen 280,5 450 000 kr,"107 m², 4 rum","Villa, Farsta",https://www.booli.se/annons/4659548,N/A,2022-06-14
Vintrosa­gatan 56,2 300 000 kr,"57 m², 2 rum","Lägenhet, Hagsätra",https://www.booli.se/annons/4629835,3 224 kr/mån,2022-06-14
Gränsholms­backen 5,2 600 000 kr,"71 m², 3 rum","Lägenhet, Skärholmen",https://www.booli.se/annons/3534207,3 594 kr/mån,2022-06-14
Norr Mälar­strand 30,12 900 000 kr,"91 m², 3½ rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4679024,4 085 kr/mån,2022-06-14
Sotinge­plan 54,1 520 000 kr,"62½ m², 2 rum","Lägenhet, Kista",https://www.booli.se/bostad/744071,3 849 kr/mån,2022-06-14
Helsingörs­gatan 18,2 500 000 kr,"83½ m², 3 rum","Lägenhet, Kista",https://www.booli.se/bostad/432863,5 539 kr/mån,2022-06-14
Krukmakar­gatan 12,3 575 000 kr,"44 m², 1½ rum","Lägenhet, Södermalm",https://www.booli.se/bostad/3950901,2 070 kr/mån,2022-06-14
Kyndelsmässo­gränd 15,3 000 000 kr,"42 m², 2 rum","Lägenhet, Midsommarkransen",https://www.booli.se/annons/4530378,3 128 kr/mån,2022-06-14
Paternoster­vägen 72,4 500 000 kr,"72 m², 3 rum","Lägenhet, Hammarbyhöjden",https://www.booli.se/bostad/353203,3 966 kr/mån,2022-06-14
Drottningholms­vägen 52,5 000 000 kr,"55½ m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/342557,2 290 kr/mån,2022-06-14
Alströmer­gatan 32T,3 100 000 kr,"36 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/3932393,1 868 kr/mån,2022-06-10
Liljeholms­vägen 12,5 300 000 kr,"77 m², 3 rum","Lägenhet, Liljeholmen",https://www.booli.se/annons/4387955,4 649 kr/mån,2022-06-14
Heleneborgs­gatan 21A,7 750 000 kr,"86 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/431453,3 495 kr/mån,2022-06-14
Lindhagens­gatan 104B,4 800 000 kr,"71 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4112008,3 694 kr/mån,2022-06-14
Lysviks­gatan 51,2 950 000 kr,"64 m², 2 rum","Lägenhet, Farsta",https://www.booli.se/annons/4660304,3 495 kr/mån,2022-06-14
Färnebo­gatan 62,2 870 000 kr,"76 m², 3 rum","Lägenhet, Farsta",https://www.booli.se/annons/4649384,4 553 kr/mån,2022-06-14
Drachmanns­gatan 17,2 500 000 kr,"56 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/356450,2 515 kr/mån,2022-06-14
Heleneborgs­gatan 40,4 200 000 kr,"40 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/432116,2 284 kr/mån,2022-06-10
Strömkarls­vägen 34,14 825 000 kr,"157 m², 7 rum","Villa, Bromma Smedslätten",https://www.booli.se/annons/4664281,N/A,2022-06-14
Bäckaskifts­vägen 31,4 650 000 kr,"76 m², 3 rum","Lägenhet, Stureby",https://www.booli.se/annons/4670159,3 940 kr/mån,2022-06-14
Friherre­gatan 41,1 950 000 kr,"66 m², 2 rum","Lägenhet, Hässelby Gård",https://www.booli.se/annons/4647914,4 199 kr/mån,2022-06-13
Sparris­backen 23,7 000 000 kr,"131 m², 5 rum","Radhus, Hässelby Strand",https://www.booli.se/annons/4637259,40 m²,2022-06-12
Högalids­gatan 32C,4 600 000 kr,"41 m², 1½ rum","Lägenhet, Södermalm",https://www.booli.se/annons/4669289,1 551 kr/mån,2022-06-14
Bonde­gatan 45,7 200 000 kr,"63 m², 2½ rum","Lägenhet, Södermalm",https://www.booli.se/annons/4629686,3 389 kr/mån,2022-05-31
Folkskole­gatan 6,3 830 000 kr,"45 m², 2 rum","Lägenhet, Hornstull",https://www.booli.se/annons/4670137,3 150 kr/mån,2022-06-14
Hägerstens­vägen 231,3 925 000 kr,"59½ m², 2 rum","Lägenhet, Aspudden",https://www.booli.se/bostad/25190,3 261 kr/mån,2022-06-14
Vulcanus­gatan 1,6 800 000 kr,"61 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4640641,2 932 kr/mån,2022-06-14
Tegelviks­gatan 47,7 300 000 kr,"90 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4650920,5 272 kr/mån,2022-06-03
Rålambshovs­leden 38,4 950 000 kr,"55½ m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/37176,3 265 kr/mån,2022-06-10
Gotlands­gatan 60,3 050 000 kr,"29 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/153615,1 544 kr/mån,2022-06-08
Torstenssons­gatan 10A,12 750 000 kr,"72 m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4568076,2 501 kr/mån,2022-06-14
Filipstads­backen 38,3 025 000 kr,"67 m², 3 rum","Lägenhet, Farsta Strand",https://www.booli.se/bostad/571689,3 714 kr/mån,2022-06-09
Maria Prästgårds­gata 1A,8 550 000 kr,"80 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/670265,3 712 kr/mån,2022-05-31
Köpenhamns­gatan 10,1 895 000 kr,"45 m², 2 rum","Lägenhet, Kista",https://www.booli.se/bostad/651403,2 263 kr/mån,2022-06-13
Husaby­vägen 17,3 690 000 kr,"45 m², 2 rum","Lägenhet, Aspudden",https://www.booli.se/bostad/440640,2 551 kr/mån,2022-06-14
Bastuhags­vägen 6,2 750 000 kr,"57 m², 2 rum","Lägenhet, Stureby",https://www.booli.se/bostad/139752,3 440 kr/mån,2022-06-14
Krångede­vägen 3,2 895 000 kr,"40 m², 2 rum","Lägenhet, Hjorthagen",https://www.booli.se/annons/4651751,2 847 kr/mån,2022-06-14
Arvodes­vägen 19,3 375 000 kr,"52 m², 2 rum","Lägenhet, Hägerstensåsen",https://www.booli.se/annons/4647775,3 437 kr/mån,2022-06-14
Dartanjangs gata 14A,5 400 000 kr,"95½ m², 4 rum","Lägenhet, Bromma",https://www.booli.se/annons/4649705,5 691 kr/mån,2022-06-14
Stadinge­plan 20,1 700 000 kr,"72 m², 3 rum","Lägenhet, Tensta",https://www.booli.se/annons/4654042,4 351 kr/mån,2022-06-14
Pilot­gatan 44,2 350 000 kr,"61½ m², 2 rum","Lägenhet, Skarpnäck",https://www.booli.se/bostad/152969,9 166 kr/mån,N/A
Folkunga­gatan 142,2 700 000 kr,"26 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4608596,919 kr/mån,2022-06-13
Skara­backen 47,3 000 000 kr,"39 m², 2 rum","Lägenhet, Johanneshov",https://www.booli.se/annons/4668315,3 019 kr/mån,2022-06-13
Fleming­gatan 63,7 600 000 kr,"71 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4649179,3 403 kr/mån,2022-06-10
Alsnögatan 30,7 450 000 kr,"88½ m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4638770,5 411 kr/mån,2022-06-10
Stavanger­gatan 64,1 900 000 kr,"63 m², 3 rum","Lägenhet, Husby",https://www.booli.se/bostad/747771,N/A,2022-06-13
Brahe­gatan 19,7 800 000 kr,3 rum,"Lägenhet, Östermalm",https://www.booli.se/annons/4641253,2 106 kr/mån,2022-05-24
Atlas­gatan 7,4 600 000 kr,"40 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4660191,1 960 kr/mån,2022-06-12
Sol­berga Ängs­väg 15,2 275 000 kr,"56½ m², 2½ rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4640784,4 364 kr/mån,2022-06-14
Garvaratan 3,4 500 000 kr,"48 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4668068,2 219 kr/mån,2022-06-11
Metar­gatan 5,3 110 000 kr,"32 m², 1 rum","Lägenhet, Södermalm Sofia",https://www.booli.se/annons/4647626,1 880 kr/mån,2022-06-13
Birger Jarls­gatan 99A,12 250 000 kr,"108 m², 4 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4652095,3 040 kr/mån,2022-06-14
Hanna Rydhs gata 16,2 250 000 kr,"44½ m², 1½ rum","Lägenhet, Fruängen",https://www.booli.se/bostad/320004,2 856 kr/mån,2022-06-10
Forsskåls­gatan 14,2 960 000 kr,"41 m², 2 rum","Lägenhet, Hammarbyhöjden",https://www.booli.se/annons/4650240,3 410 kr/mån,2022-06-14
Funäs­gatan 8,3 100 000 kr,"51 m², 2 rum","Lägenhet, Råcksta",https://www.booli.se/bostad/4100608,2 637 kr/mån,2022-06-14
Grönviks­vägen 37A,19 100 000 kr,140 m²,"Villa, Bromma",https://www.booli.se/bostad/1614395,N/A,2022-05-19
Dagsverks­vägen 159,8 700 000 kr,167 m²,"Villa, Spånga Sundby",https://www.booli.se/bostad/2567776,N/A,2022-05-27
Bälinge­vägen 60,5 800 000 kr,55 m²,"Radhus, Stockholm",https://www.booli.se/bostad/1535161,N/A,N/A
Prästkrag­stigen 8,28 800 000 kr,152 m²,"Villa, Älvsjö",https://www.booli.se/bostad/2074982,N/A,N/A
Helios­gatan 18B,7 150 000 kr,"86 m², 3 rum","Lägenhet, Hammarby Sjöstad",https://www.booli.se/bostad/4197473,4 478 kr/mån,2022-06-13
Valhalla­vägen 52,7 600 000 kr,"79 m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4644166,1 963 kr/mån,2022-06-13
Liljeholms­torget 8,3 350 000 kr,"38½ m², 1 rum","Lägenhet, Liljeholmen",https://www.booli.se/annons/4668940,1 751 kr/mån,2022-06-13
Ring­vägen 131B,3 250 000 kr,"32 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4678251,1 491 kr/mån,2022-06-13
Tomtebo­gatan 46,3 450 000 kr,"35 m², 1 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/801754,1 891 kr/mån,2022-06-13
Gävle­gatan 4,7 495 000 kr,"70 m², 2½ rum","Lägenhet, Vasastan",https://www.booli.se/annons/4662599,2 843 kr/mån,2022-06-13
Slättgårds­vägen 93,3 600 000 kr,"81 m², 3 rum","Lägenhet, Mälarhöjden",https://www.booli.se/annons/4659753,4 720 kr/mån,2022-06-14
Sigtuna­gatan 13,4 075 000 kr,"30 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4668639,983 kr/mån,2022-06-13
Gotlands­gatan 71A,4 250 000 kr,"43 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4648187,2 210 kr/mån,2022-06-13
Karlbergs­vägen 55,8 300 000 kr,"60 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4573379,N/A,2022-06-13
Rottne­vägen 36,9 200 000 kr,"100 m², 5 rum","Radhus, Bagarmossen",https://www.booli.se/bostad/1844357,N/A,2022-06-13
Furusunds­gatan 6,2 650 000 kr,"24 m², 1 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4668217,2 008 kr/mån,2022-06-13
Slåttervalls­gatan 3,7 995 000 kr,"81 m², 4 rum","Lägenhet, Norra Djurgårdsstaden",https://www.booli.se/bostad/4040854,4 238 kr/mån,2022-06-13
Brantings­gatan 23,3 650 000 kr,"41 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/591676,2 115 kr/mån,2022-06-13
Götafors­vägen 66,6 250 000 kr,"113 m², 5 rum","Kedjehus, Enskede",https://www.booli.se/annons/4606256,6 367 kr/mån,2022-06-13
Häger­vägen 29,5 607 000 kr,"95 m², 4 rum","Lägenhet, Enskede",https://www.booli.se/annons/4658037,4 335 kr/mån,2022-06-13
Bjursätra­gatan 127,2 100 000 kr,"58 m², 2 rum","Lägenhet, Hagsätra",https://www.booli.se/annons/4678601,3 389 kr/mån,2022-06-13
Sankt Pauls­gatan 36A,4 200 000 kr,"44 m², 1½ rum","Lägenhet, Maria",https://www.booli.se/bostad/4205488,2 104 kr/mån,2022-06-13
Upplands­gatan 24B,13 700 000 kr,"96 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/779644,4 368 kr/mån,2022-06-13
Färnebo­gatan 17,7 325 000 kr,"116½ m², 4 rum","Radhus, Farsta",https://www.booli.se/annons/4634590,73 m²,2022-06-09
Söderarms­vägen 2,4 700 000 kr,"69 m², 3 rum","Lägenhet, Kärrtorp",https://www.booli.se/bostad/313120,4 080 kr/mån,2022-06-13
Karlbergs­vägen 9,11 270 000 kr,"98 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/358866,5 103 kr/mån,11
Ljuster­gränd 1,9 500 000 kr,"102 m², 4 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/343833,3 958 kr/mån,2022-05-30
Ekholms­vägen 303,1 800 000 kr,"38 m², 1 rum","Lägenhet, Skärholmen",https://www.booli.se/annons/4603076,2 090 kr/mån,2022-06-13
Student­backen 32,7 750 000 kr,"86 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/752485,5 039 kr/mån,2022-06-13
Inedals­gatan 5,6 500 000 kr,"74 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/131187,1 153 kr/mån,2022-06-13
Kusk­gränd 6,2 700 000 kr,"79 m², 3 rum","Lägenhet, Hässelby Lövsta Allé",https://www.booli.se/bostad/4036548,5 089 kr/mån,2022-06-10
Alingsås­vägen 6,3 050 000 kr,"47 m², 2 rum","Lägenhet, Hammarbyhöjden",https://www.booli.se/bostad/467506,3 290 kr/mån,2022-06-13
Eriksdals­gatan 17,2 450 000 kr,"25 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4571654,1 535 kr/mån,2022-06-10
Mariehamns­gatan 6,1 760 000 kr,"61 m², 2 rum","Lägenhet, Akalla",https://www.booli.se/annons/4613230,4 063 kr/mån,2022-05-11
Kolbäcks­gränd 31,4 700 000 kr,"67 m², 3 rum","Lägenhet, Bagarmossen",https://www.booli.se/bostad/637612,4 406 kr/mån,7
Finn Malmgrens väg 102,3 225 000 kr,"41 m², 2 rum","Lägenhet, Hammarbyhöjden",https://www.booli.se/bostad/573473,2 330 kr/mån,Ny
Funäs­gatan 8,4 195 000 kr,"72 m², 3 rum","Lägenhet, Råcksta",https://www.booli.se/bostad/4100586,11 875 kr/mån,N/A
Svalövs­vägen 10,3 700 000 kr,"58 m², 2 rum","Lägenhet, Björkhagen",https://www.booli.se/bostad/317818,2 649 kr/mån,2022-06-03
Skebokvarns­vägen 376,1 790 000 kr,"33 m², 1 rum","Lägenhet, Högdalen",https://www.booli.se/annons/4512946,2 472 kr/mån,2022-06-10
Lars Forssells gata 30,4 250 000 kr,"49 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/307030,2 673 kr/mån,2022-06-10
Lindholms­backen 164,4 650 000 kr,"104 m², 6 rum","Radhus, Skärholmen",https://www.booli.se/bostad/1738360,N/A,2022-06-10
Ring­vägen 127A,5 900 000 kr,"59 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4651332,2 177 kr/mån,2022-06-13
Sandhamns­gatan 75A,8 000 000 kr,"77 m², 3 rum","Lägenhet, Gärdet",https://www.booli.se/annons/4668092,4 227 kr/mån,2022-06-13
Snårvinde­vägen 77,5 965 000 kr,"138 m², 6 rum","Kedjehus, Hässelby Norra Villastad",https://www.booli.se/bostad/1897215,N/A,2022-06-12
Holländar­gatan 40,7 850 000 kr,"65 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4640775,2 762 kr/mån,2022-05-24
Peppar­vägen 45,2 600 000 kr,"47 m², 2 rum","Lägenhet, Hökarängen",https://www.booli.se/annons/4658429,3 438 kr/mån,2022-06-09
Stop­vägen 104,4 400 000 kr,"70 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/annons/4644444,2 926 kr/mån,2022-06-09
Tackjärns­vägen 12,4 600 000 kr,59 m²,"Lägenhet, Bromma",https://www.booli.se/annons/4664414,N/A,8
Lidners­gatan 10,2 775 000 kr,"36 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4620055,2 553 kr/mån,2022-05-27
Kungs­klippan 11,2 485 000 kr,"24 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/647295,1 895 kr/mån,2022-05-29
Wennerbergs­gatan 6B,2 475 000 kr,"24 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/4205123,1 205 kr/mån,2022-06-01
Heleneborgs­gatan 3,6 700 000 kr,"57 m², 2 rum","Lägenhet, Hornstull",https://www.booli.se/annons/4456304,2 663 kr/mån,18
Tegelbruks­vägen 42,8 000 000 kr,"97 m², 4 rum","Lägenhet, Midsommarkransen",https://www.booli.se/bostad/764207,5 753 kr/mån,2022-06-10
Nordenflychts­vägen 64,10 500 000 kr,"103 m², 4 rum","Lägenhet, Hornsberg Strand",https://www.booli.se/annons/4642939,2 935 kr/mån,2022-06-09
Ålstens­gatan 25A,8 600 000 kr,"84 m², 3 rum","Lägenhet, Ålsten",https://www.booli.se/annons/3468520,4 941 kr/mån,2022-06-02
Matt­vägen 7,4 400 000 kr,"72 m², 3 rum","Lägenhet, Riksby",https://www.booli.se/annons/4650789,4 485 kr/mån,2022-06-04
Bellmanskälle­vägen 12B,2 675 000 kr,"36½ m², 1 rum","Lägenhet, Mälarhöjden",https://www.booli.se/annons/4653392,1 962 kr/mån,2022-06-09
Mörsils­gatan 18,1 645 000 kr,"37 m², 2 rum","Lägenhet, Vällingby",https://www.booli.se/bostad/681249,2 286 kr/mån,2022-06-09
Artilleri­gatan 84,5 100 000 kr,"53 m², 2 rum","Lägenhet, Nedre Gärdet",https://www.booli.se/bostad/151524,1 764 kr/mån,2022-06-09
Mazarin­vägen 11,2 950 000 kr,"115 m², 4 rum","Villa, Trekanten",https://www.booli.se/annons/4662297,N/A,2022-06-11
Högalids­gatan 23,3 375 000 kr,"36 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/443908,2 578 kr/mån,2022-06-11
Torparmors väg 8,5 200 000 kr,"110 m², 5 rum","Kedjehus, Hässelby-Vällingby",https://www.booli.se/bostad/2217950,N/A,27
Skattegårds­vägen 401,5 720 000 kr,"122 m², 5 rum","Kedjehus, Vinsta",https://www.booli.se/bostad/2552731,N/A,2022-06-02
Bokbindar­vägen 51,3 400 000 kr,"50 m², 2 rum","Lägenhet, Hägersten",https://www.booli.se/annons/4580363,3 282 kr/mån,2022-06-09
Flens­vägen 40,8 600 000 kr,"65 m², 4 rum","Villa, Älvsjö",https://www.booli.se/bostad/1574322,N/A,2022-06-09
Almby­gatan 6,1 685 000 kr,"48 m², 2 rum","Lägenhet, Rinkebyterassen",https://www.booli.se/bostad/4040493,3 200 kr/mån,2022-05-11
Grev­gatan 37,3 900 000 kr,"32 m², 1 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/389273,1 449 kr/mån,2022-06-10
Klädes­vägen 34,3 400 000 kr,"61 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4644133,3 457 kr/mån,2022-06-12
Gnesta­vägen 18,6 500 000 kr,93 m²,"Radhus, Bandhagen",https://www.booli.se/bostad/2217272,N/A,2022-05-20
Heleneborgs­gatan 15A,4 800 000 kr,"52 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/3928057,3 156 kr/mån,2022-06-12
Frödings­vägen 3,3 100 000 kr,"34 m², 1½ rum","Lägenhet, Fredhäll",https://www.booli.se/annons/4654838,1 847 kr/mån,2022-06-11
Garvar­gatan 23,11 400 000 kr,"99 m², 4 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4623195,3 665 kr/mån,2022-06-12
Ensittar­vägen 5,5 550 000 kr,"58 m², 3 rum","Lägenhet, Stora Essingen",https://www.booli.se/annons/4619718,3 856 kr/mån,2022-06-12
Ekhags­vägen 7,5 500 000 kr,"72 m², 3 rum","Lägenhet, Ekhagen",https://www.booli.se/bostad/4010465,4 179 kr/mån,2022-06-12
Jungfru­gatan 60,5 720 000 kr,"57 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/137717,3 148 kr/mån,2022-06-12
Lotteri­vägen 23,3 400 000 kr,"52 m², 2½ rum","Lägenhet, Hägerstensåsen",https://www.booli.se/annons/4638313,3 056 kr/mån,2022-06-12
Sigtuna­gatan 11,7 000 000 kr,"57 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4663254,3 356 kr/mån,2022-06-12
Kristinebergs­vägen 3,2 850 000 kr,"35½ m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4672262,2 088 kr/mån,2022-06-12
Grindstu­vägen 28,8 350 000 kr,"100 m², 4 rum","Lägenhet, Traneberg",https://www.booli.se/annons/4662025,4 918 kr/mån,2022-06-10
Strål­gatan 8,3 750 000 kr,"54 m², 2 rum","Lägenhet, Lilla Essingen",https://www.booli.se/annons/4638943,3 763 kr/mån,2022-06-10
Borgarfjords­gatan 21A,3 000 000 kr,"74 m², 3 rum","Lägenhet, Kista",https://www.booli.se/bostad/4002512,4 124 kr/mån,2022-06-12
Arbetar­gatan 28A,3 350 000 kr,"36 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/86583,1 343 kr/mån,2022-06-12
Ring­vägen 139A,6 240 000 kr,"63 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4660329,3 356 kr/mån,2022-06-10
Bjurholms­plan 23,4 825 000 kr,"45 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4659035,3 238 kr/mån,2022-06-10
Lingonris­gränd 192,4 900 000 kr,"119 m², 5 rum","Radhus, Hässelby-Vällingby",https://www.booli.se/annons/4626833,N/A,2022-05-19
Luntmakar­gatan 86A,4 130 000 kr,"48 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/664441,2 719 kr/mån,2022-06-12
Tackjärns­vägen 12,6 010 000 kr,"93 m², 4 rum","Lägenhet, Bromma",https://www.booli.se/bostad/762679,4 027 kr/mån,2022-06-12
Tivoli­vägen 9,2 900 000 kr,"55 m², 2 rum","Lägenhet, Västberga",https://www.booli.se/annons/4669178,2 644 kr/mån,2022-06-11
Haga­gatan 20,9 900 000 kr,"86 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4642318,1 m²,2022-06-11
Bränninge­vägen 32,6 250 000 kr,"85 m², 3 rum","Lägenhet, Årsta",https://www.booli.se/annons/4658630,4 290 kr/mån,2022-06-12
Tistel­vägen 1A,3 000 000 kr,"55 m², 2 rum","Lägenhet, Enskededalen",https://www.booli.se/annons/4574832,3 841 kr/mån,2022-06-12
Starrängs­ringen 42,9 600 000 kr,"82 m², 4½ rum","Lägenhet, Nedre Gärdet",https://www.booli.se/annons/4666961,2 933 kr/mån,2022-06-12
Erik Dahlbergs­gatan 28,4 555 000 kr,"40 m², 2 rum","Lägenhet, Gärdet",https://www.booli.se/annons/4662718,1 755 kr/mån,2022-06-11
Rosenlunds­gatan 32C,11 500 000 kr,"114 m², 5 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4647338,5 406 kr/mån,23
Svea­vägen 99,4 825 000 kr,"41½ m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4640684,1 928 kr/mån,2022-06-11
Långskepps­gatan 31,8 050 000 kr,"122 m², 7 rum","Villa, Norra Ängby",https://www.booli.se/annons/4626685,N/A,2022-06-12
Kungs­klippan 11,3 200 000 kr,"30 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4638906,2 660 kr/mån,2022-06-11
Karlbergs­vägen 25A,3 960 000 kr,"34 m², 1 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/3927197,1 443 kr/mån,2022-06-11
